Text,Polarity
"যে দেশের প্লেয়ারদের কোন জবাবদিহিতা নেই, কোন দায়বদ্ধতা নেই... আছে একটা ম্যাচ জিতলেই ফ্ল্যাট, জায়গা, বাড়ী উপহার সেই দেশে তো এমনই হওয়া উচিৎ",negative
আগামী আরো ৫০ বছরে এইদেশের অবস্থা এমনই থাকবে। যদি না এই ধরনের পত্রিকা গুলি ফালতু প্রসংসা বন্ধ না করে।,negative
 আমরা এখনো আশাবাদী যে বাংলাদেশ জিতবে. সেই স্বপ্ন নিয়ে খেলা দেখবো. ইনশাল্লাহ জিতবে,negative
খেলার অবস্থা দেখে মনে হচ্ছে ম্যাচ শেষে এই ভাবেই মাথায় হাত দিয়ে আফসোস করতে হবে!টাইগাররা কি বিড়ালে পরিণত হল?,negative
আর কোন দিন বাংলাদেশ জয় এর মুখ দেখবে না যত দিন পাপন সভাপতি থাকবে।,negative
সাব্বির কি ভাবে খেলে আমি বুঝি না,negative
 মাহমুদুল্লাহ কি টেস্ট এর যোগ্য সে কবে ভাল করছিল তার ও মনে নেই,negative
তোষার ইমরান তার তো মামা চাচা নেই সে কেমতে দলে আসবে?,negative
 আসলে ও অন্য কেউ জায়গা হারাবে সে ভয়ে!!?সবাইকে রিমান্ডে দেওয়া দরকার,negative
টিমের শক্তি-দুর্বলতা এবং প্লেয়ারদের কোয়ালিটি বিবেচনা করে উইকেট তৈরি করা হয়না সেজন্য বাংলাদেশ দল খুব একটা সুবিধা করে উঠতে পারেনা।,negative
দেশের বাইরে খেললে আমাদের তাদের কন্ডিশন ও উইকেটে স্ট্রাগল করতে হয় এমনকি নিজের দেশেও আমাদের অানফেভারেবল কন্ডিশনে স্ট্রাগল করতে হয়। ,negative
" যেমন নাচতে না জানলে উঠানের দোষ!আসলে প্লেয়ারদের মনের দূর্বলতা,কেমন জানি হাকু হাকু ভাব!",negative
আমার মতে উইকেট ঠিকই আছে। এমন উইকেট না হলে বাংলাদেশ কখনোই প্রতিপক্ষের ২০ উইকেট নিতে পারবে না।,negative
 বাংলাদেশ ক্রিকেট র্বোড কেন বারবার সাব্বির দলে নেয় !,negative
"৫ দিনের ম্যাচ ২.৫ দিনেই শেষ,এদের শর্ত দিয়ে বেতন দেয়া হোক",negative
 সিনিয়ার খেলোয়ার বাত দেওয়া উচিত এরা দায়িদ্ব নিতে যানে না এদের লজ্জা থাকা ঊচিত ১০০রানে অল আঊট হয়ে যায়,negative
